InFreq=1000
Nw in RingBuffer　　　　　　Nr in RingBuffer
count   RB00      RB01      RB02      RB03      RB04      RB05      RB06      RB07      RB08      RB09      RB10      RB11      RB12      RB13      RB00      RB01      RB02      RB03      RB04      RB05      RB06      RB07      RB08      RB09      RB10      RB11      RB12      RB13   
 8979      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8980      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8981      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8982      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8983      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8984      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8985      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8986      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8987      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8988      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8989      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8990      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8991      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8992      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8993      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8994      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8995      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8996      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8997      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8998      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 8999      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9000      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9001      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9002      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9003      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9004      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9005      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9006      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9007      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9008      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9009      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9010      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9011      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9012      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9013      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9014      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9015      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9016      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9017      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9018      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9019      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9020      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9021      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9022      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9023      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9024      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9025      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9026      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9027      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9028      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9029      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9030      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9031      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9032      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9033      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9034      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9035      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9036      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9037      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9038      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9039      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9040      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9041      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9042      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9043      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9044      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9045      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9046      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9047      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9048      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9049      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9050      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9051      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9052      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9053      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9054      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9055      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9056      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9057      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9058      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9059      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9060      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9061      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9062      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9063      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9064      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9065      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9066      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9067      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9068      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9069      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9070      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9071      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9072      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9073      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9074      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9075      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9076      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9077      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9078      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9079      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9080      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9081      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9082      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9083      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9084      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9085      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9086      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9087      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9088      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9089      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9090      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9091      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9092      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9093      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9094      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9095      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9096      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9097      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9098      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9099      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9100      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9101      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9102      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9103      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9104      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9105      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9106      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9107      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9108      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9109      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9110      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9111      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9112      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9113      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9114      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9115      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9116      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9117      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9118      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9119      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9120      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9121      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9122      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9123      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9124      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9125      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9126      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9127      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9128      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9129      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9130      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9131      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9132      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9133      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9134      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
 9135      1104      1074      1022      1167      1033      1067      1023      1024      1074      1033      1003      1000      1000      1059       123       101        40       194        51        94        50        42       101        51        30        18        26        77 
